appid,review,word_count,voted_up,votes_up,votes_funny,timestamp_created,author_playtime_forever,name,price,release_date
570,sadfefdsf,1,True,0,0,1762822949,51480,Dota 2,0,
570,nice game. easy to uninstall.,5,True,1,0,1762822082,96241,Dota 2,0,
570,HUIYNA,1,False,0,0,1762821702,23092,Dota 2,0,
570,HUIYNA,1,False,0,0,1762821663,20444,Dota 2,0,
570,Recommended to play.,3,True,0,0,1762821183,41701,Dota 2,0,
570,I have hundreds of hours in league; this game makes literally zero sense and it feels like one of those cheap unity knockoffs,23,False,0,1,1762820594,49,Dota 2,0,
570,legend game,2,True,0,0,1762820512,165003,Dota 2,0,
570,Mid game at best,4,False,0,0,1762820443,1093,Dota 2,0,
570,"Its very good, but too addictive, dont play it",9,True,0,0,1762820356,64892,Dota 2,0,
570,highly addictive frustrating and rewarded,5,True,0,0,1762820252,209031,Dota 2,0,
570,best game,2,True,0,0,1762819592,54593,Dota 2,0,
570,"son of whore game, kon nanat, nani jinde game",9,False,0,0,1762819486,39776,Dota 2,0,
570,good,1,True,0,0,1762819419,1506,Dota 2,0,
570,Dota is the single greatest video game of all time in my opinion but Valve has ruined it by refusing to update the game in any meaningful way. The only updates we get are AI slop updates that give minor tweaks to heroes like +5 move speed -1 armor or cosmetic slop patches like the most recent one. These patches are essentially humiliation rituals for Dota lifers. Valve is clearly more interested in making more shitty failure games like Artifact instead of allocating more resources into improving an already proven game and e-sport. League of legends has like 180 heroes and Dota only has about 120. Imagine if Valve never wasted any resources on total failure Artifact and dogshit Deadlock and just made more heroes and more frequent more interesting balance patches how great Dota could have become.,138,False,2,0,1762819414,565385,Dota 2,0,
570,aaaaaaaaaaaaaa,1,True,0,0,1762819314,739029,Dota 2,0,
570,Horrible Match making nuff said,5,False,1,0,1762818961,196844,Dota 2,0,
570,f,1,True,0,0,1762818386,285584,Dota 2,0,
570,Teammates haven't shared a language or country the last 10 games,11,False,0,0,1762817987,166754,Dota 2,0,
570,TOXIC COMMUNITY,2,True,1,0,1762817615,194767,Dota 2,0,
570,"The worst match-up of all competitive games, disgusting",8,False,0,1,1762816889,38119,Dota 2,0,
570,Highly recommend if you want to let your anger and frustrations out cause your team will most likely be kids or retards.,22,True,0,1,1762816859,114444,Dota 2,0,
570,"its like rape, only without joy",6,True,0,0,1762816717,714,Dota 2,0,
570,i WAS cured from League of Legends,7,True,0,0,1762816665,3899,Dota 2,0,
570,Im filipino and i used to play this game,9,False,0,0,1762816576,1355,Dota 2,0,
570,gg,1,True,0,0,1762816249,15736,Dota 2,0,
570,WHY IT KEPT CRASHING AFTER LATEST UPDATE???,7,False,0,0,1762816105,244446,Dota 2,0,
570,"After 6000 hours in the game, it is clear the devs don't give a damn about what the community wants. Now they do collabs with other games? People ask for good old battle passes for years, yet they pull THIS? It's devastating to see.",44,False,8,4,1762815802,361496,Dota 2,0,
570,xD,1,True,0,0,1762815347,36594,Dota 2,0,
570,Totally shit.,2,False,0,0,1762815299,473077,Dota 2,0,
570,good game and super fun to play.,7,True,0,0,1762815211,11329,Dota 2,0,
570,I thought this was league of legends,7,True,0,1,1762815183,10,Dota 2,0,
570,qual que ataca?,3,True,0,0,1762814755,38087,Dota 2,0,
570,Monkey King needs buffs.,4,False,0,0,1762814189,2424,Dota 2,0,
570,Ruined game,2,False,3,0,1762814120,38541,Dota 2,0,
570,"Do not touch this game. Be happy. Enjoy life, nature, family, and friends. Go to a bar, ride a bike, go hiking, do anything else. This game will ruin your life and your relationships, and you will end up alone, anxious, and traumatized.",43,False,3,0,1762813958,377429,Dota 2,0,
570,69 nice,2,True,0,0,1762813749,52810,Dota 2,0,
570,Шаманчик связывай первый скилл и третий пудж оставь реген ребята скорая помощь зевсик подбайти фантомка шлендра,16,True,0,0,1762813657,7009,Dota 2,0,
570,A MASTERPIECE TO PLAY <3,5,True,0,0,1762813570,35172,Dota 2,0,
570,Still awesome after nearly twenty years (counting Dota1).,8,True,0,0,1762813308,69154,Dota 2,0,
570,hey its good game,4,True,0,0,1762813247,22753,Dota 2,0,
570,its okay,2,True,0,0,1762813225,182355,Dota 2,0,
570,Love and Hate this game,5,True,0,0,1762813174,277873,Dota 2,0,
570,ok,1,True,0,0,1762813172,2080,Dota 2,0,
570,"never even played this game, and i already know that its full of toxic players and misery. It is a moba after all.",23,False,0,0,1762813037,130,Dota 2,0,
570,"its dota, what more to say.",6,True,0,0,1762812827,72513,Dota 2,0,
570,everything,1,True,0,0,1762812640,168536,Dota 2,0,
570,super garbage russian toxic players !! nmothing changed in 10 years of dota 2,14,False,4,1,1762812499,23658,Dota 2,0,
570,good game,2,True,0,0,1762811081,3087,Dota 2,0,
570,good,1,True,0,0,1762810818,6603,Dota 2,0,
570,"Does not work well with the Steam Deck. Controllers does not function at all. Only trackpad can be used. Have tried several different setups and changes, even installed the beta version of the OS, but nothing helped. So I can not recommend this game.",44,False,1,7,1762810228,78,Dota 2,0,
570,something about this game always draws me back. wish that they didn't kill all random death match as a play mode while i was gone though...,26,True,1,0,1762809369,373436,Dota 2,0,
570,"Excellent game that is ruined by no moderation of its player base. Almost every game is toxic and players are allowed to ruin games with no consequences. (for the most part)
Would play it until I can move my hands and fingers but it brings more negativity into my life than positives.
Would be so easy to fix.",58,False,9,0,1762808626,194655,Dota 2,0,
570,hs a terrible community and its gonn a drain your souls and energy,13,False,5,0,1762807880,211157,Dota 2,0,
570,It's a really fun game. :),6,True,0,0,1762807767,117188,Dota 2,0,
570,Good game,2,True,0,0,1762807296,3016,Dota 2,0,
570,ranking system is just soo bad if you play great with a bad team you will never rank up,19,False,0,0,1762806705,53054,Dota 2,0,
570,"Good story of the game, good graphics and running really well on my laptop. I had bought the game long time ago and now planning to start play it.",29,True,0,0,1762805379,104,Dota 2,0,
570,u need high iq and love a russa,8,True,0,0,1762805058,1783,Dota 2,0,
570,"i used to hate it, but after playing its so addicted and i cant play any other game now, so stay away stay safe brother!",25,False,0,0,1762804355,3760,Dota 2,0,
570,i played this game for 80 hours and i still dont understand how to play it lol,17,True,0,0,1762803080,4793,Dota 2,0,
570,The toll is your soul - Shadow Fiend,8,True,0,0,1762801805,259964,Dota 2,0,
570,Nice game,2,True,0,0,1762801785,49,Dota 2,0,
570,"Когда скачивал хотел найти девушку дотершу, в итоге нашел двух парней с 20 см. Искал медь нашел золото))",18,True,0,0,1762801482,24969,Dota 2,0,
570,Disappointing.,1,False,0,1,1762801353,51,Dota 2,0,
570,),1,True,0,0,1762801278,11354,Dota 2,0,
570,zhopa,1,False,0,0,1762799152,25215,Dota 2,0,
570,nice,1,True,0,0,1762798754,183353,Dota 2,0,
570,лоу приорити,2,True,0,0,1762796971,17494,Dota 2,0,
570,This game is good it allows you to unleash your inner demon and smash the keyboard when you lose.,19,True,0,0,1762796782,185612,Dota 2,0,
570,im noob,2,True,0,0,1762796324,58327,Dota 2,0,
570,toxic but fun,3,True,0,0,1762795473,154308,Dota 2,0,
570,Dota is endless punishment,4,False,0,0,1762795437,80259,Dota 2,0,
570,its wonderful game,3,True,0,0,1762795400,192,Dota 2,0,
570,"Match Making is really broken. I keep playing with 4 randoms that have any idea how to play while on the other side there are two parties. The game is great, but Valve is making a laying a nightmare,  I am quitting this game once and for all, not worth your time.",52,False,0,0,1762795178,446670,Dota 2,0,
570,Не стоит своих денег,4,True,0,0,1762794145,14939,Dota 2,0,
570,extremely poor support system with so many bugs affecting gameplay and account status that can not even be reported.,19,False,0,0,1762793387,132354,Dota 2,0,
570,Psych ward simulator,3,False,0,1,1762792501,284706,Dota 2,0,
570,глупо было верить в свет,5,True,1,0,1762791873,2769,Dota 2,0,
570,hueta,1,False,0,0,1762791787,257462,Dota 2,0,
570,"Best mechanics in the game is gifting 50 shards to enemy after taunting and killing them. Absolutely insane game-play mechanics,",20,True,0,0,1762791194,7778,Dota 2,0,
570,swag,1,True,0,0,1762790691,92259,Dota 2,0,
570,Enjoy the game,3,True,0,0,1762788937,243874,Dota 2,0,
570,nice,1,True,0,0,1762787452,106077,Dota 2,0,
570,патриот слушает,2,True,1,0,1762787310,7543,Dota 2,0,
570,its addicted game..,3,True,0,0,1762786878,817,Dota 2,0,
570,so hurmfol,2,False,0,0,1762786731,59859,Dota 2,0,
570,im very happy to play this game.. this is fun ^^,11,True,0,0,1762786649,152673,Dota 2,0,
570,lalalayeye,1,True,0,0,1762784991,342618,Dota 2,0,
570,бравл старс круче доты,4,True,1,0,1762784241,8519,Dota 2,0,
570,This game is never free to play. You need to pay a hefty amount of your sanity until nothings left. There is no turning back. You will find yourself enjoying the downward spiral of chaos.,35,True,0,0,1762783219,286392,Dota 2,0,
570,nice,1,True,0,0,1762782480,25686,Dota 2,0,
570,"how to play dota.

step 1: uninstall",7,False,4,0,1762782266,6537,Dota 2,0,
570,qwer,1,True,0,0,1762781923,588877,Dota 2,0,
570,Nice Game,2,True,0,0,1762781593,456,Dota 2,0,
570,I really dont I like this game,7,True,0,0,1762780828,394172,Dota 2,0,
570,новый билд на иноверка,4,True,1,0,1762780211,8341,Dota 2,0,
570,I think dota is penis in the world and this is boner,12,True,0,0,1762779862,1913,Dota 2,0,
570,Just better not to play this if you value your life,11,False,1,0,1762779448,230331,Dota 2,0,
570,...,1,True,0,0,1762778964,26402,Dota 2,0,
570,hood,1,True,0,0,1762777521,111420,Dota 2,0,
570,тест ботинок,2,True,1,0,1762776445,2784,Dota 2,0,
570,amazing game and creative play,5,True,0,0,1762775419,4423,Dota 2,0,
570,1,1,True,0,0,1762774218,366899,Dota 2,0,
570,very nice game to recommend,5,True,0,0,1762774161,90171,Dota 2,0,
570,NOPE,1,False,0,0,1762773471,161272,Dota 2,0,
570,you'll rethink your whole existence on why you played this piece of shit that affects your mental health.,18,True,0,0,1762773161,42285,Dota 2,0,
570,щаманчик связавай,2,True,1,0,1762772927,1811,Dota 2,0,
570,League with depth and less disgusting mouthbreathers,7,True,0,0,1762772315,15408,Dota 2,0,
570,good game to play,4,True,0,0,1762772018,626,Dota 2,0,
570,very not stressful game,4,True,0,0,1762771328,5823,Dota 2,0,
570,"ok, very good",3,True,0,0,1762771052,663326,Dota 2,0,
570,amazing,1,True,0,0,1762770823,60681,Dota 2,0,
570,Dota top igra krytiaia otzharil papyly timeitov,7,False,0,0,1762770539,43473,Dota 2,0,
570,I am ADDICTED AND NEED HELP I HATE THIS GAME,10,False,0,0,1762769246,280183,Dota 2,0,
570,Help me,2,True,0,0,1762768932,92054,Dota 2,0,
570,Скачал выебали в очко вышел а в доте нет,9,True,0,0,1762768550,76,Dota 2,0,
570,very good,2,True,0,0,1762768492,22660,Dota 2,0,
570,best,1,True,0,0,1762766047,50512,Dota 2,0,
570,лучшая игра в мире,4,True,0,0,1762763855,81747,Dota 2,0,
570,Good,1,True,0,0,1762762845,2537,Dota 2,0,
570,Complexity of the game.,4,True,0,0,1762761632,138029,Dota 2,0,
570,icefrog and valve team and gaben. well done!,8,True,0,0,1762761316,1295370,Dota 2,0,
570,playdota,1,True,0,0,1762760839,977024,Dota 2,0,
570,Best game ever,3,True,0,0,1762759615,17063,Dota 2,0,
570,"There is nothing tidy about a great Dota match. It’s a plan written in pencil while the table shakes. You queue for one game before bed and somehow you’re counting Roshan minutes at two in the morning, telling yourself that one good smoke can still turn it.

My favorite memory isn’t a rampage or a rapier flip. It’s the quiet after we botched a mid fight, when our offlaner typed “my bad,” pinged a smoke, and cut through the triangle without another word. We wrapped around, took vision, found a single pick, and the whole map felt different. That’s the Dota I love: it breaks you down and then hands you the tools to rebuild if you keep your head.

The design feels honest in a way competitive games rarely do. Every advantage has a window you can actually spot. Every mistake leaves a footprint you can learn from. Neutral items nudge priorities without erasing identity. Buybacks are terrifying, but they are fair, and they create the best late game tension I’ve ever felt. Patches don’t delete your knowledge; they make it evolve.

If you’re new and looking over the wall, you don’t need to know everything. Learn what vision does to a fight. Learn when a smoke is worth more than a stack. Mute fast when you need to. Pick a couple of heroes that make you curious and repeat them until your hands know what your eyes want. One day you’ll pull the wave to reset equilibrium without thinking, and that tiny habit will feel better than any big number on a scoreboard.

To everyone at Valve, from artists to analysts to the people keeping servers breathing on patch night, thank you for treating a free game like a craft project. Dota still feels handcrafted even when it’s loud and messy. Replays, silhouettes you recognize at a glance, the quiet relief of a clean load-in, it all adds up. If there’s one wish, it’s this: keep investing in the first ten hours so more players hit that “I get it now” moment sooner, because once it lands, they aren’t leaving.

I recommend Dota 2 without hesitation. Not because it’s easy, but because it respects the time you give it. It will frustrate you, it will humble you, and then it will hand you a win that sends you to bed smiling at the ceiling. See you at nightfall, smoke ready, buybacks aligned, one good call away from a story worth telling.",413,True,0,0,1762757333,152178,Dota 2,0,
570,stressful but good game,4,True,0,0,1762757159,2845,Dota 2,0,
570,nice,1,True,0,0,1762756228,20351,Dota 2,0,
570,crazy,1,False,0,0,1762755723,263672,Dota 2,0,
570,"this game is riddled with mentally unstable people, on top of that, they have disabilities that range between being blind, deaf, brain smoothness, if you're playing in the South American region, you might come across the Peruvian Erectus, while not fully evolved yet, this primate is capable of turning their mic on to let you know he's listening to music at full volume, eating a pidgeon  or a hamster, and sometimes, but it's almost guaranteed you're going to get absolutely roasted, trolled, and your efforts will be wasted, once in a while you might encounter people who seem to have climbed the evolutionary chain, but that's super rare, even though the game looks really good, the skins are awesome and the game itself has a fun concept, please avoid it",130,False,0,0,1762755117,56673,Dota 2,0,
570,yes,1,True,0,0,1762753724,2354,Dota 2,0,
570,Меня выебал отец,3,True,0,0,1762753686,12,Dota 2,0,
570,good,1,True,0,0,1762751746,839,Dota 2,0,
570,yes,1,True,0,0,1762750559,26678,Dota 2,0,
570,gg,1,True,0,0,1762746231,390,Dota 2,0,
570,fun,1,True,0,0,1762746024,206117,Dota 2,0,
570,People are mean on this game.,6,False,0,0,1762745148,10554,Dota 2,0,
570,I've been playing this game since DotA 1 2009 till now for like 20k hours over separate accounts. PLEASE RUN!,20,False,0,0,1762744528,249991,Dota 2,0,
570,liked everything,2,True,0,0,1762741747,97904,Dota 2,0,
570,дрисня,1,True,0,0,1762741056,162829,Dota 2,0,
570,Well somebody think its all the same and weird to play one game for this long but for me its like going to workout I love it so dota is part of my routine...And it still feels good,38,True,0,0,1762736743,837752,Dota 2,0,
570,Toxic community.,2,False,0,0,1762736439,3359,Dota 2,0,
570,"Amazing game, don't play it ever.",6,False,0,0,1762734844,380348,Dota 2,0,
570,dota is life,3,True,1,0,1762733817,30463,Dota 2,0,
570,the best,2,True,0,0,1762731572,167,Dota 2,0,
570,полная хуйня,2,True,0,0,1762730883,22815,Dota 2,0,
570,"хочешь играть в игру где от тебя и твоего скила ничего не зависит качай помойку 2. Любишь дисбаланс где все хуй ложили на разработку античита , добро пожаловать, каждая 5-я параша в паблике сидит юзает читы и даже с ними умудряется проигрывать. Но даже если все выше перечисленные пункты не о чём. И ты умудришься выиграть хотя бы 5 игр подряд а то и больше, разраб тебя порадует руинерами в твоей команде и нет он будет не 1 их будет 4, они будут фармить на твои колы забивать хуй и еще репортить тебя каждую катку, потому что ты не такой как они",102,False,0,0,1762730267,40059,Dota 2,0,
570,nice,1,True,1,0,1762727399,56924,Dota 2,0,
570,"Игра просто великолепна. Помогла найти всех потерянных мной родственников, а также узнать чем и как они занимались всё это время. Спасибо Доте, за то что вернула второго отца",28,True,0,0,1762727051,3497,Dota 2,0,
570,пуджа забнили,2,False,0,0,1762726400,66428,Dota 2,0,
570,💀💀,1,True,0,0,1762722653,16687,Dota 2,0,
570,"""Дота говно"" говорят лишь те, кто не играл в Доту!",10,True,0,0,1762722590,423,Dota 2,0,
570,"""Дота говно"" говорят лишь те, кто не играл в Доту!",10,True,1,0,1762721793,412,Dota 2,0,
570,good,1,True,0,0,1762721730,510448,Dota 2,0,
570,Extremely fun game where possibilities are endless.,7,True,0,0,1762720920,9987,Dota 2,0,
570,"Surprisingly solid. If you've played other moba's you'll grasp this one quick. It plays a lot slower than both LoL and Smite, but it's a welcomed change, getting into the game and having tactics is much easier starting out in this game. Also has some great new player onboarding. All heros are free. It's a really good time. Honestly, if you're thinking about trying a moba and you're fine with learning top down, this is probably the one. It's much easier to learn than LoL and will get you jumped in.",91,True,0,0,1762719914,876,Dota 2,0,
570,"Are you okay Ya Allah breeee translate this what i say in albanina, Ju lypni qi nanen me qa lypni familen jav qifsha",23,False,0,0,1762718792,47253,Dota 2,0,
570,100% Recommended,2,True,0,0,1762718687,21205,Dota 2,0,
570,хуйня тупая,2,False,0,0,1762716424,13374,Dota 2,0,
570,/:,1,False,1,0,1762715894,497385,Dota 2,0,
570,gg,1,True,0,0,1762715288,690,Dota 2,0,
570,Very great game.,3,True,0,0,1762714057,47411,Dota 2,0,
570,Stupid game… idiot developers,4,True,0,0,1762712569,47848,Dota 2,0,
570,Only fun to play with friends :),7,True,0,0,1762712503,209403,Dota 2,0,
570,unfortunately one of the best games ever made,8,True,0,0,1762712128,47965,Dota 2,0,
570,"greatest format in video gaming, endless fun. 
the most competitive video game ever conceptualized.
it is fierce, make no mistake.
cannot compare it to other titles, has no pay to win.",31,True,0,0,1762712066,323988,Dota 2,0,
570,Best and worst game ever <3,6,True,0,0,1762708182,382572,Dota 2,0,
570,This is a fun game I've played this since 2013.,10,True,0,0,1762708133,32249,Dota 2,0,
570,good,1,True,0,0,1762707627,2113,Dota 2,0,
570,the best game in the whole world,7,True,0,0,1762707204,259601,Dota 2,0,
570,Габен .... --- .-. --- ---- .. .---  ---. . .-.. --- .-- . -.-,15,False,1,0,1762706897,9916,Dota 2,0,
570,MY ONLY GAME,3,True,0,0,1762706657,231225,Dota 2,0,
570,Best MOBA,2,True,0,0,1762705696,250994,Dota 2,0,
570,"If you tired playing competitive game,try dota 2,they said.
after playing it I realize there's 10 ppl in a match with Dyslexia disease
very well recomended 10/10 would recommended to a friends",32,True,0,0,1762704384,42351,Dota 2,0,
570,.,1,True,0,0,1762702708,9381,Dota 2,0,
570,Like,1,True,0,0,1762702672,1191,Dota 2,0,
570,Не особо интересная игра,4,False,1,0,1762702193,121371,Dota 2,0,
570,hahaha,1,True,0,0,1762701369,7,Dota 2,0,
570,It's hell for newbie. Many smurfs.,6,False,1,0,1762701227,394,Dota 2,0,
570,hahaha,1,True,0,0,1762700797,9,Dota 2,0,
570,yes 👍,2,True,0,0,1762700786,221091,Dota 2,0,
570,"fucking bastards who the fuck made the stupid rules, 1 year now i cant get out of 6k behavour, fucing bastards, i spam chat sometimes ok players can in game mute me but why i have to play with the animals and stay on this cancer spiral low behavour games, fucking bastards cancer to the lungs of your mothers, shiet on the grave of your bastard fathers. get cancer 1by1",70,False,0,1,1762700309,675725,Dota 2,0,
570,hahaha,1,True,0,0,1762700117,5,Dota 2,0,
570,"I don't know why, but I keep coming back to this game",12,True,0,0,1762699740,21883,Dota 2,0,
570,haha,1,True,0,0,1762699542,7,Dota 2,0,
570,The best game ever since 2014,6,True,0,0,1762699434,67362,Dota 2,0,
570,Good game,2,True,0,0,1762698725,112577,Dota 2,0,
570,nice game,2,True,0,0,1762698685,9,Dota 2,0,
570,i jjust want to repund time,6,False,0,0,1762698357,93399,Dota 2,0,
570,stress relief,2,True,0,0,1762697990,1642,Dota 2,0,
570,nice g,2,True,0,0,1762697936,6,Dota 2,0,
570,Not game,2,True,0,0,1762697250,6,Dota 2,0,
570,YES,1,True,1,0,1762696869,618,Dota 2,0,
570,Nice game,2,True,0,0,1762696661,5,Dota 2,0,
570,Ja voll cool,3,True,0,0,1762696216,64643,Dota 2,0,
570,Nice game,2,True,0,0,1762695907,16,Dota 2,0,
570,я такой про в евро траке,6,True,1,0,1762695290,1816,Dota 2,0,
570,Trash matchmaking makes for a shrinking and toxic playerbase. This game's matchmaking has been trash for as long as i remember and has only gotten worse. If they remove all the mmr and let everyone random it would still be more balanced that what they have now.,47,False,0,0,1762694589,308129,Dota 2,0,
570,Nice game,2,True,0,0,1762694135,9,Dota 2,0,
570,Nice game,2,True,0,0,1762692683,8,Dota 2,0,
570,Nice Game,2,True,0,0,1762691862,9,Dota 2,0,
570,eto zelneskik,2,True,1,0,1762691560,2737,Dota 2,0,
570,putanginang laro to sobrang tatanga ng mga oat,8,False,0,0,1762691522,304182,Dota 2,0,
570,yes indeed this game is everyone's childhood,7,True,0,0,1762690973,2646,Dota 2,0,
570,I LOVE THIS GAME,4,True,0,0,1762690948,234967,Dota 2,0,
570,Good game,2,True,0,0,1762690484,38155,Dota 2,0,
570,good,1,True,0,0,1762689367,346,Dota 2,0,
570,minds breaking games,3,True,1,0,1762688801,588974,Dota 2,0,
570,Пупупу,1,True,1,0,1762687373,49425,Dota 2,0,
570,игра для пидарасов,3,True,2,0,1762686970,150958,Dota 2,0,
570,ебал мать габена,3,False,1,0,1762686255,65183,Dota 2,0,
570,я спал с собакой,4,True,3,0,1762685337,8101,Dota 2,0,
570,aerharh,1,False,1,0,1762679537,57082,Dota 2,0,
570,adad,1,True,1,0,1762678886,138270,Dota 2,0,
570,A good game for people looking for quick fun to escape the chaotic world.,14,True,1,0,1762677815,599040,Dota 2,0,
570,lobb,1,True,1,0,1762677376,8191,Dota 2,0,
570,"game is really fun ... if u love rts games , it is a masterpiece",15,True,0,0,1762676645,1544,Dota 2,0,
570,Perfect,1,True,0,0,1762670650,88447,Dota 2,0,
570,err2,1,True,1,0,1762669758,27727,Dota 2,0,
